date,year,quarter,month,week_of_year,day_of_year,day_of_week,day,hour,supplier_price
2019-05-27 00:00:00+00:00,2019,2,5,22,147,0,27,0,949.9
2019-05-27 01:00:00+00:00,2019,2,5,22,147,0,27,1,942.2
2019-05-27 02:00:00+00:00,2019,2,5,22,147,0,27,2,952.14
2019-05-27 03:00:00+00:00,2019,2,5,22,147,0,27,3,944.93
2019-05-27 04:00:00+00:00,2019,2,5,22,147,0,27,4,966.0
2019-05-27 05:00:00+00:00,2019,2,5,22,147,0,27,5,994.74
2019-05-27 06:00:00+00:00,2019,2,5,22,147,0,27,6,1022.06
2019-05-27 07:00:00+00:00,2019,2,5,22,147,0,27,7,1023.21
2019-05-27 08:00:00+00:00,2019,2,5,22,147,0,27,8,1018.49
2019-05-27 09:00:00+00:00,2019,2,5,22,147,0,27,9,1019.45
2019-05-27 10:00:00+00:00,2019,2,5,22,147,0,27,10,996.84
2019-05-27 11:00:00+00:00,2019,2,5,22,147,0,27,11,1000.09
2019-05-27 12:00:00+00:00,2019,2,5,22,147,0,27,12,1019.1
2019-05-27 13:00:00+00:00,2019,2,5,22,147,0,27,13,1011.03
2019-05-27 14:00:00+00:00,2019,2,5,22,147,0,27,14,1008.73
2019-05-27 15:00:00+00:00,2019,2,5,22,147,0,27,15,1015.5
2019-05-27 16:00:00+00:00,2019,2,5,22,147,0,27,16,1018.25
2019-05-27 17:00:00+00:00,2019,2,5,22,147,0,27,17,1018.05
2019-05-27 18:00:00+00:00,2019,2,5,22,147,0,27,18,1016.32
2019-05-27 19:00:00+00:00,2019,2,5,22,147,0,27,19,1002.86
2019-05-27 20:00:00+00:00,2019,2,5,22,147,0,27,20,988.36
2019-05-27 21:00:00+00:00,2019,2,5,22,147,0,27,21,968.73
2019-05-27 22:00:00+00:00,2019,2,5,22,147,0,27,22,959.29
2019-05-27 23:00:00+00:00,2019,2,5,22,147,0,27,23,954.61
2019-05-28 00:00:00+00:00,2019,2,5,22,148,1,28,0,939.46
2019-05-28 01:00:00+00:00,2019,2,5,22,148,1,28,1,922.12
2019-05-28 02:00:00+00:00,2019,2,5,22,148,1,28,2,951.1
2019-05-28 03:00:00+00:00,2019,2,5,22,148,1,28,3,959.74
2019-05-28 04:00:00+00:00,2019,2,5,22,148,1,28,4,978.85
2019-05-28 05:00:00+00:00,2019,2,5,22,148,1,28,5,1012.07
2019-05-28 06:00:00+00:00,2019,2,5,22,148,1,28,6,1036.79
2019-05-28 07:00:00+00:00,2019,2,5,22,148,1,28,7,1032.07
2019-05-28 08:00:00+00:00,2019,2,5,22,148,1,28,8,1028.96
2019-05-28 09:00:00+00:00,2019,2,5,22,148,1,28,9,1030.6
2019-05-28 10:00:00+00:00,2019,2,5,22,148,1,28,10,1019.42
2019-05-28 11:00:00+00:00,2019,2,5,22,148,1,28,11,1023.98
2019-05-28 12:00:00+00:00,2019,2,5,22,148,1,28,12,1026.43
2019-05-28 13:00:00+00:00,2019,2,5,22,148,1,28,13,1005.31
2019-05-28 14:00:00+00:00,2019,2,5,22,148,1,28,14,1022.81
2019-05-28 15:00:00+00:00,2019,2,5,22,148,1,28,15,1023.57
2019-05-28 16:00:00+00:00,2019,2,5,22,148,1,28,16,1028.32
2019-05-28 17:00:00+00:00,2019,2,5,22,148,1,28,17,1030.31
2019-05-28 18:00:00+00:00,2019,2,5,22,148,1,28,18,1031.98
2019-05-28 19:00:00+00:00,2019,2,5,22,148,1,28,19,1015.04
2019-05-28 20:00:00+00:00,2019,2,5,22,148,1,28,20,1010.32
2019-05-28 21:00:00+00:00,2019,2,5,22,148,1,28,21,991.28
2019-05-28 22:00:00+00:00,2019,2,5,22,148,1,28,22,975.88
2019-05-28 23:00:00+00:00,2019,2,5,22,148,1,28,23,965.94
2019-05-29 00:00:00+00:00,2019,2,5,22,149,2,29,0,888.66
2019-05-29 01:00:00+00:00,2019,2,5,22,149,2,29,1,882.83
2019-05-29 02:00:00+00:00,2019,2,5,22,149,2,29,2,888.74
2019-05-29 03:00:00+00:00,2019,2,5,22,149,2,29,3,869.63
2019-05-29 04:00:00+00:00,2019,2,5,22,149,2,29,4,896.05
2019-05-29 05:00:00+00:00,2019,2,5,22,149,2,29,5,922.31
2019-05-29 06:00:00+00:00,2019,2,5,22,149,2,29,6,942.32
2019-05-29 07:00:00+00:00,2019,2,5,22,149,2,29,7,951.42
2019-05-29 08:00:00+00:00,2019,2,5,22,149,2,29,8,955.59
2019-05-29 09:00:00+00:00,2019,2,5,22,149,2,29,9,957.69
2019-05-29 10:00:00+00:00,2019,2,5,22,149,2,29,10,950.03
2019-05-29 11:00:00+00:00,2019,2,5,22,149,2,29,11,955.27
2019-05-29 12:00:00+00:00,2019,2,5,22,149,2,29,12,944.9
2019-05-29 13:00:00+00:00,2019,2,5,22,149,2,29,13,945.88
2019-05-29 14:00:00+00:00,2019,2,5,22,149,2,29,14,947.64
2019-05-29 15:00:00+00:00,2019,2,5,22,149,2,29,15,946.52
2019-05-29 16:00:00+00:00,2019,2,5,22,149,2,29,16,944.87
2019-05-29 17:00:00+00:00,2019,2,5,22,149,2,29,17,951.75
2019-05-29 18:00:00+00:00,2019,2,5,22,149,2,29,18,1000.68
2019-05-29 19:00:00+00:00,2019,2,5,22,149,2,29,19,943.54
2019-05-29 20:00:00+00:00,2019,2,5,22,149,2,29,20,924.11
2019-05-29 21:00:00+00:00,2019,2,5,22,149,2,29,21,895.99
2019-05-29 22:00:00+00:00,2019,2,5,22,149,2,29,22,888.63
2019-05-29 23:00:00+00:00,2019,2,5,22,149,2,29,23,883.82
2019-05-30 00:00:00+00:00,2019,2,5,22,150,3,30,0,878.66
2019-05-30 01:00:00+00:00,2019,2,5,22,150,3,30,1,877.58
2019-05-30 02:00:00+00:00,2019,2,5,22,150,3,30,2,876.16
2019-05-30 03:00:00+00:00,2019,2,5,22,150,3,30,3,864.11
2019-05-30 04:00:00+00:00,2019,2,5,22,150,3,30,4,885.54
2019-05-30 05:00:00+00:00,2019,2,5,22,150,3,30,5,916.66
2019-05-30 06:00:00+00:00,2019,2,5,22,150,3,30,6,961.02
2019-05-30 07:00:00+00:00,2019,2,5,22,150,3,30,7,994.01
2019-05-30 08:00:00+00:00,2019,2,5,22,150,3,30,8,1010.64
2019-05-30 09:00:00+00:00,2019,2,5,22,150,3,30,9,1016.73
2019-05-30 10:00:00+00:00,2019,2,5,22,150,3,30,10,1011.23
2019-05-30 11:00:00+00:00,2019,2,5,22,150,3,30,11,969.29
2019-05-30 12:00:00+00:00,2019,2,5,22,150,3,30,12,1005.02
2019-05-30 13:00:00+00:00,2019,2,5,22,150,3,30,13,959.95
2019-05-30 14:00:00+00:00,2019,2,5,22,150,3,30,14,957.77
2019-05-30 15:00:00+00:00,2019,2,5,22,150,3,30,15,956.96
2019-05-30 16:00:00+00:00,2019,2,5,22,150,3,30,16,1006.1
2019-05-30 17:00:00+00:00,2019,2,5,22,150,3,30,17,1007.45
2019-05-30 18:00:00+00:00,2019,2,5,22,150,3,30,18,972.48
2019-05-30 19:00:00+00:00,2019,2,5,22,150,3,30,19,940.73
2019-05-30 20:00:00+00:00,2019,2,5,22,150,3,30,20,926.19
2019-05-30 21:00:00+00:00,2019,2,5,22,150,3,30,21,897.54
2019-05-30 22:00:00+00:00,2019,2,5,22,150,3,30,22,886.81
2019-05-30 23:00:00+00:00,2019,2,5,22,150,3,30,23,879.79
2019-05-31 00:00:00+00:00,2019,2,5,22,151,4,31,0,839.33
2019-05-31 01:00:00+00:00,2019,2,5,22,151,4,31,1,839.42
2019-05-31 02:00:00+00:00,2019,2,5,22,151,4,31,2,836.51
2019-05-31 03:00:00+00:00,2019,2,5,22,151,4,31,3,827.85
2019-05-31 04:00:00+00:00,2019,2,5,22,151,4,31,4,849.51
2019-05-31 05:00:00+00:00,2019,2,5,22,151,4,31,5,876.11
2019-05-31 06:00:00+00:00,2019,2,5,22,151,4,31,6,969.67
2019-05-31 07:00:00+00:00,2019,2,5,22,151,4,31,7,984.25
2019-05-31 08:00:00+00:00,2019,2,5,22,151,4,31,8,1015.48
2019-05-31 09:00:00+00:00,2019,2,5,22,151,4,31,9,1007.79
2019-05-31 10:00:00+00:00,2019,2,5,22,151,4,31,10,1005.81
2019-05-31 11:00:00+00:00,2019,2,5,22,151,4,31,11,1012.2
2019-05-31 12:00:00+00:00,2019,2,5,22,151,4,31,12,1005.63
2019-05-31 13:00:00+00:00,2019,2,5,22,151,4,31,13,984.3
2019-05-31 14:00:00+00:00,2019,2,5,22,151,4,31,14,952.7
2019-05-31 15:00:00+00:00,2019,2,5,22,151,4,31,15,950.0
2019-05-31 16:00:00+00:00,2019,2,5,22,151,4,31,16,949.34
2019-05-31 17:00:00+00:00,2019,2,5,22,151,4,31,17,999.01
2019-05-31 18:00:00+00:00,2019,2,5,22,151,4,31,18,996.77
2019-05-31 19:00:00+00:00,2019,2,5,22,151,4,31,19,934.23
2019-05-31 20:00:00+00:00,2019,2,5,22,151,4,31,20,915.65
2019-05-31 21:00:00+00:00,2019,2,5,22,151,4,31,21,857.65
2019-05-31 22:00:00+00:00,2019,2,5,22,151,4,31,22,850.85
2019-05-31 23:00:00+00:00,2019,2,5,22,151,4,31,23,842.15
2019-06-01 00:00:00+00:00,2019,2,6,22,152,5,1,0,869.57
2019-06-01 01:00:00+00:00,2019,2,6,22,152,5,1,1,870.33
2019-06-01 02:00:00+00:00,2019,2,6,22,152,5,1,2,868.2
2019-06-01 03:00:00+00:00,2019,2,6,22,152,5,1,3,862.93
2019-06-01 04:00:00+00:00,2019,2,6,22,152,5,1,4,879.29
2019-06-01 05:00:00+00:00,2019,2,6,22,152,5,1,5,891.51
2019-06-01 06:00:00+00:00,2019,2,6,22,152,5,1,6,904.85
2019-06-01 07:00:00+00:00,2019,2,6,22,152,5,1,7,964.47
2019-06-01 08:00:00+00:00,2019,2,6,22,152,5,1,8,962.65
2019-06-01 09:00:00+00:00,2019,2,6,22,152,5,1,9,959.7
2019-06-01 10:00:00+00:00,2019,2,6,22,152,5,1,10,957.3
2019-06-01 11:00:00+00:00,2019,2,6,22,152,5,1,11,954.38
2019-06-01 12:00:00+00:00,2019,2,6,22,152,5,1,12,955.06
2019-06-01 13:00:00+00:00,2019,2,6,22,152,5,1,13,956.19
2019-06-01 14:00:00+00:00,2019,2,6,22,152,5,1,14,956.31
2019-06-01 15:00:00+00:00,2019,2,6,22,152,5,1,15,948.39
2019-06-01 16:00:00+00:00,2019,2,6,22,152,5,1,16,958.36
2019-06-01 17:00:00+00:00,2019,2,6,22,152,5,1,17,1011.06
2019-06-01 18:00:00+00:00,2019,2,6,22,152,5,1,18,1008.61
2019-06-01 19:00:00+00:00,2019,2,6,22,152,5,1,19,933.02
2019-06-01 20:00:00+00:00,2019,2,6,22,152,5,1,20,954.36
2019-06-01 21:00:00+00:00,2019,2,6,22,152,5,1,21,877.37
2019-06-01 22:00:00+00:00,2019,2,6,22,152,5,1,22,865.16
2019-06-01 23:00:00+00:00,2019,2,6,22,152,5,1,23,863.81
2019-06-02 00:00:00+00:00,2019,2,6,22,153,6,2,0,868.81
2019-06-02 01:00:00+00:00,2019,2,6,22,153,6,2,1,867.67
2019-06-02 02:00:00+00:00,2019,2,6,22,153,6,2,2,869.29
2019-06-02 03:00:00+00:00,2019,2,6,22,153,6,2,3,854.96
2019-06-02 04:00:00+00:00,2019,2,6,22,153,6,2,4,869.36
2019-06-02 05:00:00+00:00,2019,2,6,22,153,6,2,5,887.15
2019-06-02 06:00:00+00:00,2019,2,6,22,153,6,2,6,905.01
2019-06-02 07:00:00+00:00,2019,2,6,22,153,6,2,7,927.39
2019-06-02 08:00:00+00:00,2019,2,6,22,153,6,2,8,963.93
2019-06-02 09:00:00+00:00,2019,2,6,22,153,6,2,9,965.26
2019-06-02 10:00:00+00:00,2019,2,6,22,153,6,2,10,962.2
2019-06-02 11:00:00+00:00,2019,2,6,22,153,6,2,11,960.58
2019-06-02 12:00:00+00:00,2019,2,6,22,153,6,2,12,962.05
2019-06-02 13:00:00+00:00,2019,2,6,22,153,6,2,13,964.93
2019-06-02 14:00:00+00:00,2019,2,6,22,153,6,2,14,971.95
2019-06-02 15:00:00+00:00,2019,2,6,22,153,6,2,15,956.37
2019-06-02 16:00:00+00:00,2019,2,6,22,153,6,2,16,968.4
2019-06-02 17:00:00+00:00,2019,2,6,22,153,6,2,17,976.48
2019-06-02 18:00:00+00:00,2019,2,6,22,153,6,2,18,974.84
2019-06-02 19:00:00+00:00,2019,2,6,22,153,6,2,19,941.99
2019-06-02 20:00:00+00:00,2019,2,6,22,153,6,2,20,910.53
2019-06-02 21:00:00+00:00,2019,2,6,22,153,6,2,21,882.19
2019-06-02 22:00:00+00:00,2019,2,6,22,153,6,2,22,872.1
2019-06-02 23:00:00+00:00,2019,2,6,22,153,6,2,23,872.02
2019-06-03 00:00:00+00:00,2019,2,6,23,154,0,3,0,931.15
2019-06-03 01:00:00+00:00,2019,2,6,23,154,0,3,1,904.63
2019-06-03 02:00:00+00:00,2019,2,6,23,154,0,3,2,908.99
2019-06-03 03:00:00+00:00,2019,2,6,23,154,0,3,3,928.4
2019-06-03 04:00:00+00:00,2019,2,6,23,154,0,3,4,953.62
2019-06-03 05:00:00+00:00,2019,2,6,23,154,0,3,5,987.08
2019-06-03 06:00:00+00:00,2019,2,6,23,154,0,3,6,1008.27
2019-06-03 07:00:00+00:00,2019,2,6,23,154,0,3,7,1022.53
2019-06-03 08:00:00+00:00,2019,2,6,23,154,0,3,8,1017.79
2019-06-03 09:00:00+00:00,2019,2,6,23,154,0,3,9,1018.32
2019-06-03 10:00:00+00:00,2019,2,6,23,154,0,3,10,1015.06
2019-06-03 11:00:00+00:00,2019,2,6,23,154,0,3,11,1013.84
2019-06-03 12:00:00+00:00,2019,2,6,23,154,0,3,12,1011.8
2019-06-03 13:00:00+00:00,2019,2,6,23,154,0,3,13,1009.93
2019-06-03 14:00:00+00:00,2019,2,6,23,154,0,3,14,1011.76
2019-06-03 15:00:00+00:00,2019,2,6,23,154,0,3,15,1007.31
2019-06-03 16:00:00+00:00,2019,2,6,23,154,0,3,16,1013.07
2019-06-03 17:00:00+00:00,2019,2,6,23,154,0,3,17,1015.95
2019-06-03 18:00:00+00:00,2019,2,6,23,154,0,3,18,1008.0
2019-06-03 19:00:00+00:00,2019,2,6,23,154,0,3,19,982.54
2019-06-03 20:00:00+00:00,2019,2,6,23,154,0,3,20,946.08
2019-06-03 21:00:00+00:00,2019,2,6,23,154,0,3,21,921.49
2019-06-03 22:00:00+00:00,2019,2,6,23,154,0,3,22,924.41
2019-06-03 23:00:00+00:00,2019,2,6,23,154,0,3,23,921.99
2019-06-04 00:00:00+00:00,2019,2,6,23,155,1,4,0,935.89
2019-06-04 01:00:00+00:00,2019,2,6,23,155,1,4,1,930.18
2019-06-04 02:00:00+00:00,2019,2,6,23,155,1,4,2,944.69
2019-06-04 03:00:00+00:00,2019,2,6,23,155,1,4,3,933.77
2019-06-04 04:00:00+00:00,2019,2,6,23,155,1,4,4,964.53
2019-06-04 05:00:00+00:00,2019,2,6,23,155,1,4,5,994.65
2019-06-04 06:00:00+00:00,2019,2,6,23,155,1,4,6,1006.86
2019-06-04 07:00:00+00:00,2019,2,6,23,155,1,4,7,1026.17
2019-06-04 08:00:00+00:00,2019,2,6,23,155,1,4,8,1028.32
2019-06-04 09:00:00+00:00,2019,2,6,23,155,1,4,9,1028.61
2019-06-04 10:00:00+00:00,2019,2,6,23,155,1,4,10,1027.11
2019-06-04 11:00:00+00:00,2019,2,6,23,155,1,4,11,1025.88
2019-06-04 12:00:00+00:00,2019,2,6,23,155,1,4,12,1023.43
2019-06-04 13:00:00+00:00,2019,2,6,23,155,1,4,13,1023.11
2019-06-04 14:00:00+00:00,2019,2,6,23,155,1,4,14,1021.25
2019-06-04 15:00:00+00:00,2019,2,6,23,155,1,4,15,1025.27
2019-06-04 16:00:00+00:00,2019,2,6,23,155,1,4,16,1029.97
2019-06-04 17:00:00+00:00,2019,2,6,23,155,1,4,17,1039.06
2019-06-04 18:00:00+00:00,2019,2,6,23,155,1,4,18,1030.23
2019-06-04 19:00:00+00:00,2019,2,6,23,155,1,4,19,1003.93
2019-06-04 20:00:00+00:00,2019,2,6,23,155,1,4,20,996.45
2019-06-04 21:00:00+00:00,2019,2,6,23,155,1,4,21,977.64
2019-06-04 22:00:00+00:00,2019,2,6,23,155,1,4,22,952.09
2019-06-04 23:00:00+00:00,2019,2,6,23,155,1,4,23,946.89
2019-06-05 00:00:00+00:00,2019,2,6,23,156,2,5,0,924.11
2019-06-05 01:00:00+00:00,2019,2,6,23,156,2,5,1,916.75
2019-06-05 02:00:00+00:00,2019,2,6,23,156,2,5,2,921.96
2019-06-05 03:00:00+00:00,2019,2,6,23,156,2,5,3,910.01
2019-06-05 04:00:00+00:00,2019,2,6,23,156,2,5,4,942.94
2019-06-05 05:00:00+00:00,2019,2,6,23,156,2,5,5,980.14
2019-06-05 06:00:00+00:00,2019,2,6,23,156,2,5,6,996.82
2019-06-05 07:00:00+00:00,2019,2,6,23,156,2,5,7,1013.94
2019-06-05 08:00:00+00:00,2019,2,6,23,156,2,5,8,1011.51
2019-06-05 09:00:00+00:00,2019,2,6,23,156,2,5,9,1011.91
2019-06-05 10:00:00+00:00,2019,2,6,23,156,2,5,10,1009.27
2019-06-05 11:00:00+00:00,2019,2,6,23,156,2,5,11,1010.02
2019-06-05 12:00:00+00:00,2019,2,6,23,156,2,5,12,1011.11
2019-06-05 13:00:00+00:00,2019,2,6,23,156,2,5,13,1009.03
2019-06-05 14:00:00+00:00,2019,2,6,23,156,2,5,14,1011.45
2019-06-05 15:00:00+00:00,2019,2,6,23,156,2,5,15,1004.71
2019-06-05 16:00:00+00:00,2019,2,6,23,156,2,5,16,1008.78
2019-06-05 17:00:00+00:00,2019,2,6,23,156,2,5,17,1013.8
2019-06-05 18:00:00+00:00,2019,2,6,23,156,2,5,18,1000.24
2019-06-05 19:00:00+00:00,2019,2,6,23,156,2,5,19,984.51
2019-06-05 20:00:00+00:00,2019,2,6,23,156,2,5,20,984.93
2019-06-05 21:00:00+00:00,2019,2,6,23,156,2,5,21,967.16
2019-06-05 22:00:00+00:00,2019,2,6,23,156,2,5,22,964.27
2019-06-05 23:00:00+00:00,2019,2,6,23,156,2,5,23,923.36
2019-06-06 00:00:00+00:00,2019,2,6,23,157,3,6,0,903.24
2019-06-06 01:00:00+00:00,2019,2,6,23,157,3,6,1,890.41
2019-06-06 02:00:00+00:00,2019,2,6,23,157,3,6,2,882.39
2019-06-06 03:00:00+00:00,2019,2,6,23,157,3,6,3,877.05
2019-06-06 04:00:00+00:00,2019,2,6,23,157,3,6,4,914.47
2019-06-06 05:00:00+00:00,2019,2,6,23,157,3,6,5,937.67
2019-06-06 06:00:00+00:00,2019,2,6,23,157,3,6,6,992.4
2019-06-06 07:00:00+00:00,2019,2,6,23,157,3,6,7,1006.63
2019-06-06 08:00:00+00:00,2019,2,6,23,157,3,6,8,1010.31
2019-06-06 09:00:00+00:00,2019,2,6,23,157,3,6,9,995.59
2019-06-06 10:00:00+00:00,2019,2,6,23,157,3,6,10,986.6
2019-06-06 11:00:00+00:00,2019,2,6,23,157,3,6,11,992.12
2019-06-06 12:00:00+00:00,2019,2,6,23,157,3,6,12,984.66
2019-06-06 13:00:00+00:00,2019,2,6,23,157,3,6,13,983.71
2019-06-06 14:00:00+00:00,2019,2,6,23,157,3,6,14,984.1
2019-06-06 15:00:00+00:00,2019,2,6,23,157,3,6,15,1000.75
2019-06-06 16:00:00+00:00,2019,2,6,23,157,3,6,16,1006.86
2019-06-06 17:00:00+00:00,2019,2,6,23,157,3,6,17,993.67
2019-06-06 18:00:00+00:00,2019,2,6,23,157,3,6,18,1000.11
2019-06-06 19:00:00+00:00,2019,2,6,23,157,3,6,19,977.94
2019-06-06 20:00:00+00:00,2019,2,6,23,157,3,6,20,962.43
2019-06-06 21:00:00+00:00,2019,2,6,23,157,3,6,21,915.14
2019-06-06 22:00:00+00:00,2019,2,6,23,157,3,6,22,906.55
2019-06-06 23:00:00+00:00,2019,2,6,23,157,3,6,23,910.48
2019-06-07 00:00:00+00:00,2019,2,6,23,158,4,7,0,974.2
2019-06-07 01:00:00+00:00,2019,2,6,23,158,4,7,1,937.73
2019-06-07 02:00:00+00:00,2019,2,6,23,158,4,7,2,976.7
2019-06-07 03:00:00+00:00,2019,2,6,23,158,4,7,3,935.41
2019-06-07 04:00:00+00:00,2019,2,6,23,158,4,7,4,994.34
2019-06-07 05:00:00+00:00,2019,2,6,23,158,4,7,5,1039.35
2019-06-07 06:00:00+00:00,2019,2,6,23,158,4,7,6,1074.0
2019-06-07 07:00:00+00:00,2019,2,6,23,158,4,7,7,1100.96
2019-06-07 08:00:00+00:00,2019,2,6,23,158,4,7,8,1110.32
2019-06-07 09:00:00+00:00,2019,2,6,23,158,4,7,9,1111.67
2019-06-07 10:00:00+00:00,2019,2,6,23,158,4,7,10,1110.58
2019-06-07 11:00:00+00:00,2019,2,6,23,158,4,7,11,1109.52
2019-06-07 12:00:00+00:00,2019,2,6,23,158,4,7,12,1103.07
2019-06-07 13:00:00+00:00,2019,2,6,23,158,4,7,13,1105.35
2019-06-07 14:00:00+00:00,2019,2,6,23,158,4,7,14,1104.17
2019-06-07 15:00:00+00:00,2019,2,6,23,158,4,7,15,1084.6
2019-06-07 16:00:00+00:00,2019,2,6,23,158,4,7,16,1076.72
2019-06-07 17:00:00+00:00,2019,2,6,23,158,4,7,17,1109.31
2019-06-07 18:00:00+00:00,2019,2,6,23,158,4,7,18,1108.87
2019-06-07 19:00:00+00:00,2019,2,6,23,158,4,7,19,1073.51
2019-06-07 20:00:00+00:00,2019,2,6,23,158,4,7,20,1063.24
2019-06-07 21:00:00+00:00,2019,2,6,23,158,4,7,21,1051.01
2019-06-07 22:00:00+00:00,2019,2,6,23,158,4,7,22,1041.0
2019-06-07 23:00:00+00:00,2019,2,6,23,158,4,7,23,1028.76
2019-06-08 00:00:00+00:00,2019,2,6,23,159,5,8,0,999.86
2019-06-08 01:00:00+00:00,2019,2,6,23,159,5,8,1,982.18
2019-06-08 02:00:00+00:00,2019,2,6,23,159,5,8,2,977.47
2019-06-08 03:00:00+00:00,2019,2,6,23,159,5,8,3,895.87
2019-06-08 04:00:00+00:00,2019,2,6,23,159,5,8,4,984.92
2019-06-08 05:00:00+00:00,2019,2,6,23,159,5,8,5,1017.37
2019-06-08 06:00:00+00:00,2019,2,6,23,159,5,8,6,1032.74
2019-06-08 07:00:00+00:00,2019,2,6,23,159,5,8,7,1050.55
2019-06-08 08:00:00+00:00,2019,2,6,23,159,5,8,8,1082.36
2019-06-08 09:00:00+00:00,2019,2,6,23,159,5,8,9,1084.9
2019-06-08 10:00:00+00:00,2019,2,6,23,159,5,8,10,1077.85
2019-06-08 11:00:00+00:00,2019,2,6,23,159,5,8,11,1072.59
2019-06-08 12:00:00+00:00,2019,2,6,23,159,5,8,12,1070.02
2019-06-08 13:00:00+00:00,2019,2,6,23,159,5,8,13,1071.4
2019-06-08 14:00:00+00:00,2019,2,6,23,159,5,8,14,1069.01
2019-06-08 15:00:00+00:00,2019,2,6,23,159,5,8,15,1068.66
2019-06-08 16:00:00+00:00,2019,2,6,23,159,5,8,16,1074.84
2019-06-08 17:00:00+00:00,2019,2,6,23,159,5,8,17,1079.88
2019-06-08 18:00:00+00:00,2019,2,6,23,159,5,8,18,1059.17
2019-06-08 19:00:00+00:00,2019,2,6,23,159,5,8,19,1046.52
2019-06-08 20:00:00+00:00,2019,2,6,23,159,5,8,20,1038.12
2019-06-08 21:00:00+00:00,2019,2,6,23,159,5,8,21,1022.0
2019-06-08 22:00:00+00:00,2019,2,6,23,159,5,8,22,992.24
2019-06-08 23:00:00+00:00,2019,2,6,23,159,5,8,23,982.31
2019-06-09 00:00:00+00:00,2019,2,6,23,160,6,9,0,941.53
2019-06-09 01:00:00+00:00,2019,2,6,23,160,6,9,1,931.58
2019-06-09 02:00:00+00:00,2019,2,6,23,160,6,9,2,933.59
2019-06-09 03:00:00+00:00,2019,2,6,23,160,6,9,3,846.79
2019-06-09 04:00:00+00:00,2019,2,6,23,160,6,9,4,926.4
2019-06-09 05:00:00+00:00,2019,2,6,23,160,6,9,5,959.03
2019-06-09 06:00:00+00:00,2019,2,6,23,160,6,9,6,969.42
2019-06-09 07:00:00+00:00,2019,2,6,23,160,6,9,7,973.39
2019-06-09 08:00:00+00:00,2019,2,6,23,160,6,9,8,993.24
2019-06-09 09:00:00+00:00,2019,2,6,23,160,6,9,9,1021.82
2019-06-09 10:00:00+00:00,2019,2,6,23,160,6,9,10,1020.98
2019-06-09 11:00:00+00:00,2019,2,6,23,160,6,9,11,1017.71
2019-06-09 12:00:00+00:00,2019,2,6,23,160,6,9,12,1016.85
2019-06-09 13:00:00+00:00,2019,2,6,23,160,6,9,13,1024.8
2019-06-09 14:00:00+00:00,2019,2,6,23,160,6,9,14,1032.24
2019-06-09 15:00:00+00:00,2019,2,6,23,160,6,9,15,1021.89
2019-06-09 16:00:00+00:00,2019,2,6,23,160,6,9,16,1025.32
2019-06-09 17:00:00+00:00,2019,2,6,23,160,6,9,17,1030.87
2019-06-09 18:00:00+00:00,2019,2,6,23,160,6,9,18,1025.76
2019-06-09 19:00:00+00:00,2019,2,6,23,160,6,9,19,999.65
2019-06-09 20:00:00+00:00,2019,2,6,23,160,6,9,20,1002.97
2019-06-09 21:00:00+00:00,2019,2,6,23,160,6,9,21,991.52
2019-06-09 22:00:00+00:00,2019,2,6,23,160,6,9,22,977.74
2019-06-09 23:00:00+00:00,2019,2,6,23,160,6,9,23,975.92
2019-06-10 00:00:00+00:00,2019,2,6,24,161,0,10,0,984.94
2019-06-10 01:00:00+00:00,2019,2,6,24,161,0,10,1,960.06
2019-06-10 02:00:00+00:00,2019,2,6,24,161,0,10,2,983.25
2019-06-10 03:00:00+00:00,2019,2,6,24,161,0,10,3,978.38
2019-06-10 04:00:00+00:00,2019,2,6,24,161,0,10,4,960.45
2019-06-10 05:00:00+00:00,2019,2,6,24,161,0,10,5,1029.93
2019-06-10 06:00:00+00:00,2019,2,6,24,161,0,10,6,1047.91
2019-06-10 07:00:00+00:00,2019,2,6,24,161,0,10,7,1071.79
2019-06-10 08:00:00+00:00,2019,2,6,24,161,0,10,8,1071.04
2019-06-10 09:00:00+00:00,2019,2,6,24,161,0,10,9,1074.06
2019-06-10 10:00:00+00:00,2019,2,6,24,161,0,10,10,1070.42
2019-06-10 11:00:00+00:00,2019,2,6,24,161,0,10,11,1071.99
2019-06-10 12:00:00+00:00,2019,2,6,24,161,0,10,12,1068.5
2019-06-10 13:00:00+00:00,2019,2,6,24,161,0,10,13,1063.88
2019-06-10 14:00:00+00:00,2019,2,6,24,161,0,10,14,1065.25
2019-06-10 15:00:00+00:00,2019,2,6,24,161,0,10,15,1067.47
2019-06-10 16:00:00+00:00,2019,2,6,24,161,0,10,16,1068.28
2019-06-10 17:00:00+00:00,2019,2,6,24,161,0,10,17,1071.69
2019-06-10 18:00:00+00:00,2019,2,6,24,161,0,10,18,1066.77
2019-06-10 19:00:00+00:00,2019,2,6,24,161,0,10,19,1042.79
2019-06-10 20:00:00+00:00,2019,2,6,24,161,0,10,20,1031.07
2019-06-10 21:00:00+00:00,2019,2,6,24,161,0,10,21,1005.65
2019-06-10 22:00:00+00:00,2019,2,6,24,161,0,10,22,1001.6
2019-06-10 23:00:00+00:00,2019,2,6,24,161,0,10,23,957.22
2019-06-11 00:00:00+00:00,2019,2,6,24,162,1,11,0,854.39
2019-06-11 01:00:00+00:00,2019,2,6,24,162,1,11,1,895.7
2019-06-11 02:00:00+00:00,2019,2,6,24,162,1,11,2,913.33
